IRRADIATION,MODULE_TEMPERATURE,AMBIENT_TEMPERATURE,HOUR,MONTH,DAY_OF_YEAR,HOUR_SIN,HOUR_COS,ACTUAL_AC_POWER,PREDICTED_AC_POWER,ERROR
1.0166871813333331,54.930332333333325,29.6048524,11,6,165,0.258819045102521,-0.9659258262890682,8650.0535714,3778.632,4871.421491321875
0.8893022273333333,53.62572206666666,29.873128133333328,12,6,165,1.2246467991473532e-16,-1.0,5366.4714281,3103.2546,2263.2167894281247
0.8805713933333333,51.5198242,29.448215866666665,12,6,165,1.2246467991473532e-16,-1.0,3619.989286,3700.8003,-80.81100696875001
0.725001628,52.9624858,30.0071574,13,6,165,-0.2588190451025208,-0.9659258262890683,1853.4035714,3791.2488,-1937.845207896875
0.812712094,48.231018133333336,26.824531933333333,14,6,165,-0.4999999999999997,-0.8660254037844388,4533.535714,5885.455,-1351.9193641250004
0.0888713367333333,28.44586786666666,25.933880733333336,17,6,165,-0.9659258262890683,-0.25881904510252063,835.9785715,406.11633,429.86223849218754
0.0072804718466666,23.99075733333333,24.8120402,18,6,165,-1.0,-1.8369701987210297e-16,39.091071429,8.196438,30.894633593306644
0.0,20.56525273333333,22.8499696,21,6,165,-0.7071067811865477,0.7071067811865474,0.0,22.380583,-22.380582809448242
0.0,19.82663193333333,22.26599313333333,22,6,165,-0.5000000000000004,0.8660254037844384,0.0,22.380583,-22.380582809448242
0.0,21.2856466,22.309425866666672,0,6,166,0.0,1.0,0.0,6.960349,-6.960349082946777
0.0,21.054260400000004,22.49683426666666,2,6,166,0.49999999999999994,0.8660254037844387,0.0,6.960349,-6.960349082946777
0.0,20.324055933333334,22.184255066666665,3,6,166,0.7071067811865476,0.7071067811865476,0.0,6.960349,-6.960349082946777
0.0071151917066666,21.5976542,22.556378266666663,6,6,166,1.0,6.123233995736766e-17,18.864285714,36.347996,-17.48371004405664
0.1471822867333333,25.60406513333333,23.208211133333336,7,6,166,0.9659258262890683,-0.25881904510252063,1149.2035715,905.69257,243.5110055820312
0.2447378533333333,28.384606933333338,23.763501066666667,8,6,166,0.8660254037844387,-0.4999999999999998,2112.6928571,1107.8701,1004.8227399124999
0.5664324566666666,38.5421514,25.093788666666665,9,6,166,0.7071067811865476,-0.7071067811865475,3341.0696428,2729.6504,611.4192521750001
0.5574083926666665,41.24847206666666,25.808286599999995,9,6,166,0.7071067811865476,-0.7071067811865475,4668.0178571,2278.2302,2389.7876324906247
0.7195252226666667,38.9274884,26.36005846666667,10,6,166,0.49999999999999994,-0.8660254037844387,6107.675,4098.895,2008.7799804687502
0.8330450946666667,42.528473,26.533363733333328,10,6,166,0.49999999999999994,-0.8660254037844387,4348.125,4627.676,-279.55078125
0.6621523706666665,46.03145753333334,26.8470704,11,6,166,0.258819045102521,-0.9659258262890682,2778.0857143,3870.5308,-1092.4450474187502
0.4920235971428571,37.81592471428572,25.21828571428572,12,6,166,1.2246467991473532e-16,-1.0,4330.8678572,2616.084,1714.783872825
0.519268844,37.15700086666667,25.431060866666662,12,6,166,1.2246467991473532e-16,-1.0,1554.8214286,2749.057,-1194.235456165625
1.2216518466666668,59.386079333333335,27.848915600000005,14,6,166,-0.4999999999999997,-0.8660254037844388,4160.15,4797.0967,-636.9466796875004
0.4008640346666667,38.234853066666666,27.05220753333333,16,6,166,-0.8660254037844385,-0.5000000000000004,519.1,2899.1235,-2380.02353515625
0.1544666584,30.358787133333337,26.0342224,16,6,166,-0.8660254037844385,-0.5000000000000004,212.775,945.56146,-732.7864624023438
0.1121953106,28.6533284,25.845591266666663,17,6,166,-0.9659258262890683,-0.25881904510252063,648.1857142,445.26984,202.91587777421876
0.0712777123333333,27.996036799999995,25.6701172,17,6,166,-0.9659258262890683,-0.25881904510252063,296.22678571,403.91055,-107.68376726851562
0.0297671323333333,25.30308846666667,25.3053914,18,6,166,-1.0,-1.8369701987210297e-16,111.1625,49.999325,61.16317520141601
0.019033676,24.7232728,25.1361024,18,6,166,-1.0,-1.8369701987210297e-16,168.77321428,16.779007,151.99420732199218
0.0,23.092030733333328,24.54298286666667,19,6,166,-0.9659258262890684,0.2588190451025203,0.0,6.9278994,-6.927899360656738
0.0,22.984142933333327,23.86289053333333,21,6,166,-0.7071067811865477,0.7071067811865474,0.0,6.9278994,-6.927899360656738
0.0,22.35220546666667,23.777291,21,6,166,-0.7071067811865477,0.7071067811865474,0.0,6.9278994,-6.927899360656738
0.0,21.151995866666667,23.3865622,23,6,166,-0.25881904510252157,0.9659258262890681,0.0,22.380583,-22.380582809448242
0.0,21.4704246,23.331081066666663,23,6,166,-0.25881904510252157,0.9659258262890681,0.0,15.063123,-15.063122749328613
0.0,22.447845466666667,23.418153933333333,23,6,166,-0.25881904510252157,0.9659258262890681,0.0,6.9278994,-6.927899360656738
0.0,22.545045933333327,23.19021186666667,0,6,167,0.0,1.0,0.0,-8.492333,8.49233341217041
0.0,21.202298785714287,22.161108785714287,1,6,167,0.25881904510252074,0.9659258262890683,0.0,6.960349,-6.960349082946777
0.0,20.774737666666667,22.138987400000005,3,6,167,0.7071067811865476,0.7071067811865476,0.0,6.960349,-6.960349082946777
0.0,20.4898396,21.5948508,4,6,167,0.8660254037844386,0.5000000000000001,0.0,6.960349,-6.960349082946777
0.0,20.08615913333333,21.50873626666667,5,6,167,0.9659258262890683,0.25881904510252074,0.0,6.960349,-6.960349082946777
0.0,19.826896066666663,21.4322062,5,6,167,0.9659258262890683,0.25881904510252074,0.0,6.960349,-6.960349082946777
0.067908889,22.195896266666672,21.957159333333333,6,6,167,1.0,6.123233995736766e-17,191.65714286000002,345.8327,-154.17555977671873
0.2642032693333333,29.87518726666667,23.83686933333333,7,6,167,0.9659258262890683,-0.25881904510252063,1445.5321429,1207.6205,237.91165950156255
0.5363576693333331,40.66176133333333,25.257212400000004,8,6,167,0.8660254037844387,-0.4999999999999998,2203.4714286,1949.1128,254.35863563124985
0.8608448592857144,46.05228092857142,27.778298642857145,10,6,167,0.49999999999999994,-0.8660254037844387,4808.907143,3875.6082,933.2989887031254
0.3901906573333333,39.752722466666654,28.54629326666667,12,6,167,1.2246467991473532e-16,-1.0,1690.6428572,2123.2188,-432.5758928
0.2260944466666666,34.7539672,27.856903133333333,13,6,167,-0.2588190451025208,-0.9659258262890683,713.5571429,1472.1473,-758.5901959671875
0.2690430446666666,33.998970666666665,27.197220866666672,14,6,167,-0.4999999999999997,-0.8660254037844388,1212.7928571,1853.3077,-640.5148821578125
0.652056834,43.56778333333334,27.611472733333333,14,6,167,-0.4999999999999997,-0.8660254037844388,6713.0035720000005,5123.272,1589.7315993437505
0.4233145246666666,41.36491266666666,27.93405566666667,15,6,167,-0.7071067811865471,-0.7071067811865479,3779.4035714,2975.5886,803.8149483531251
0.1565710793333333,31.59396966666667,26.9659322,17,6,167,-0.9659258262890683,-0.25881904510252063,879.5517857,916.6726,-37.12082172187502
0.0,21.152862666666667,23.00178813333333,21,6,167,-0.7071067811865477,0.7071067811865474,0.0,22.380583,-22.380582809448242
0.0,21.0493896,22.975063066666667,22,6,167,-0.5000000000000004,0.8660254037844384,0.0,22.380583,-22.380582809448242
0.0,22.651540133333327,23.4763204,22,6,167,-0.5000000000000004,0.8660254037844384,0.0,6.9278994,-6.927899360656738
0.0,22.879322642857144,23.61283221428572,22,6,167,-0.5000000000000004,0.8660254037844384,0.0,6.9278994,-6.927899360656738
0.0,22.941127400000003,23.602976466666668,23,6,167,-0.25881904510252157,0.9659258262890681,0.0,6.9278994,-6.927899360656738
0.0,23.05128580000001,23.641210800000003,23,6,167,-0.25881904510252157,0.9659258262890681,0.0,6.9278994,-6.927899360656738
0.0,20.882272,22.654924857142856,1,6,168,0.25881904510252074,0.9659258262890683,0.0,6.960349,-6.960349082946777
0.0,21.583762466666663,22.727596,1,6,168,0.25881904510252074,0.9659258262890683,0.0,-0.35711575,0.3571157455444336
0.0,20.989717642857144,22.399773714285715,3,6,168,0.7071067811865476,0.7071067811865476,0.0,6.960349,-6.960349082946777
0.0,21.4435628,22.5443968,4,6,168,0.8660254037844386,0.5000000000000001,0.0,6.960349,-6.960349082946777
0.0,21.518406266666663,22.5694072,4,6,168,0.8660254037844386,0.5000000000000001,0.0,-0.35711575,0.3571157455444336
0.0,21.7528688,22.590698266666667,4,6,168,0.8660254037844386,0.5000000000000001,0.0,-0.35711575,0.3571157455444336
0.003851879775,21.69032292857143,22.494378142857144,6,6,168,1.0,6.123233995736766e-17,1.5,36.347996,-34.84799575805664
0.0468413084666666,22.45022773333333,22.7384398,6,6,168,1.0,6.123233995736766e-17,604.38035714,223.90231,380.4780439075781
0.46019857,38.08438906666666,25.76177973333333,9,6,168,0.7071067811865476,-0.7071067811865475,1932.9875,2572.2239,-639.236376953125
0.5521471146666667,39.71077913333334,26.016273933333327,9,6,168,0.7071067811865476,-0.7071067811865475,2262.6910715,2443.258,-180.5669851406251
0.7204248719999999,49.562795,27.3343506,10,6,168,0.49999999999999994,-0.8660254037844387,2066.928572,4012.0393,-1945.1107346406252
0.5986946806666666,48.67373446666666,27.928853400000005,11,6,168,0.258819045102521,-0.9659258262890682,1582.5339285999999,4007.8103,-2425.276374134375
0.4207671039999999,43.250374533333336,27.818320733333337,11,6,168,0.258819045102521,-0.9659258262890682,1098.7857143,2422.659,-1323.873221246875
0.4094128093333333,41.4494812,28.5019692,13,6,168,-0.2588190451025208,-0.9659258262890683,2932.1303571,1584.577,1347.5533307328124
0.3048436553333333,38.786185733333326,28.30766193333333,14,6,168,-0.4999999999999997,-0.8660254037844388,4766.4946429,1750.6266,3015.8680559859376
0.138821146,30.26335453333333,27.1594952,17,6,168,-0.9659258262890683,-0.25881904510252063,756.6785714,634.12683,122.55174034531251
0.0729025029333333,27.2317426,26.144761066666668,17,6,168,-0.9659258262890683,-0.25881904510252063,190.24285715000002,368.4359,-178.19305593593748
5.614888285714287e-05,23.46554121428572,25.18057035714285,18,6,168,-1.0,-1.8369701987210297e-16,0.0,6.9278994,-6.927899360656738
0.0,21.342250600000003,23.731559266666665,20,6,168,-0.8660254037844386,0.5000000000000001,0.0,22.380583,-22.380582809448242
0.0,21.77463793333333,23.47867833333333,21,6,168,-0.7071067811865477,0.7071067811865474,0.0,15.063123,-15.063122749328613
0.0,21.562624133333337,23.456827866666668,21,6,168,-0.7071067811865477,0.7071067811865474,0.0,15.063123,-15.063122749328613
0.0,20.936218266666668,23.0816692,22,6,168,-0.5000000000000004,0.8660254037844384,0.0,22.380583,-22.380582809448242
0.0,21.193654466666665,22.6269064,2,6,169,0.49999999999999994,0.8660254037844387,0.0,6.960349,-6.960349082946777
0.0,22.4946594,22.852022266666665,3,6,169,0.7071067811865476,0.7071067811865476,0.0,-8.492333,8.49233341217041
0.0,22.275460428571428,22.78877485714285,3,6,169,0.7071067811865476,0.7071067811865476,0.0,-8.492333,8.49233341217041
0.0,20.7132262,21.707153333333327,5,6,169,0.9659258262890683,0.25881904510252074,0.0,6.960349,-6.960349082946777
0.3833396619999999,37.25813600000001,25.527582066666668,9,6,169,0.7071067811865476,-0.7071067811865475,2833.65,2423.2568,410.3931640625001
0.4543548386666667,38.814910666666655,25.957446399999995,10,6,169,0.49999999999999994,-0.8660254037844387,5290.7625,3197.59,2093.172412109375
1.0312303086666668,53.773537133333335,28.649094666666667,12,6,169,1.2246467991473532e-16,-1.0,6688.114286,3735.1301,2952.984159046875
0.7001748986666666,47.83913766666667,29.028007,12,6,169,1.2246467991473532e-16,-1.0,3921.2000006,4332.9023,-411.70234315000016
0.6021715766666667,42.57935760000001,28.496042933333328,13,6,169,-0.2588190451025208,-0.9659258262890683,4496.8857141,3451.7937,1045.0920129281249
0.0,22.42334993333333,23.474888266666667,19,6,169,-0.9659258262890684,0.2588190451025203,0.0,6.9278994,-6.927899360656738
0.0,21.563179466666664,22.892598466666666,21,6,169,-0.7071067811865477,0.7071067811865474,0.0,15.063123,-15.063122749328613
