DATE_TIME,PLANT_ID,SOURCE_KEY,DC_POWER,AC_POWER,DAILY_YIELD,TOTAL_YIELD
18-05-2020 07:45,4135001,1BY6WEcLGh8j5v7,1606.571429,157.0571429,253.4285714,6278903.429
18-05-2020 08:00,4135001,ih0vzX44oOqAx2f,1260.571429,122.6142857,302.8571429,6205503.857
18-05-2020 11:00,4135001,YxYtjZvoooNbGkE,6422.625,629.1875,995.125,7201224.125
18-05-2020 12:45,4135001,WRmjgnKYAwPKWDb,8041.125,787.0,2251.875,7051355.875
18-05-2020 13:00,4135001,ZoEaEvLYb1n2sOq,8066.875,789.5125,2425.875,7120633.875
18-05-2020 14:00,4135001,VHMLBKoKgIrUVDU,9362.0,914.8857143,3590.714286,7230687.714
18-05-2020 14:30,4135001,3PZuoBAID5Wc2HD,6721.857143,658.3857143,3891.0,7012374.0
18-05-2020 17:30,4135001,VHMLBKoKgIrUVDU,1167.375,113.525,5409.75,7232506.75
18-05-2020 18:15,4135001,adLQvlD726eNBSB,191.0,18.4,5504.285714,6297814.286
18-05-2020 18:30,4135001,iCRJl6heRkivqQ3,0.0,0.0,5400.0,7203767.0
18-05-2020 19:15,4135001,McdE0feGgRqW7Ca,0.0,0.0,5464.0,7185091.0
18-05-2020 20:00,4135001,iCRJl6heRkivqQ3,0.0,0.0,5400.0,7203767.0
18-05-2020 20:15,4135001,1IF53ai7Xc0U56Y,0.0,0.0,5453.0,6209806.0
18-05-2020 22:00,4135001,ih0vzX44oOqAx2f,0.0,0.0,5286.0,6210487.0
19-05-2020 00:45,4135001,wCURE6d3bPkepu2,0.0,0.0,0.0,6808393.0
19-05-2020 05:00,4135001,VHMLBKoKgIrUVDU,0.0,0.0,0.0,7232554.0
19-05-2020 06:15,4135001,VHMLBKoKgIrUVDU,76.25,7.3625,0.75,7232554.75
19-05-2020 07:30,4135001,wCURE6d3bPkepu2,2665.428571,261.5,178.4285714,6808571.429
19-05-2020 08:00,4135001,ih0vzX44oOqAx2f,1796.285714,175.8714286,310.8571429,6210797.857
19-05-2020 08:00,4135001,sjndEbLyjtCKgGv,1944.142857,190.4571429,319.7142857,7042724.714
19-05-2020 16:15,4135001,McdE0feGgRqW7Ca,5537.857143,542.8142857,6571.142857,7191662.143
19-05-2020 20:00,4135001,adLQvlD726eNBSB,0.0,0.0,0.0,6304513.0
19-05-2020 21:30,4135001,zBIq5rxdHJRwDNY,0.0,0.0,6924.0,6371971.0
19-05-2020 22:45,4135001,sjndEbLyjtCKgGv,0.0,0.0,6879.0,7049284.0
19-05-2020 23:30,4135001,VHMLBKoKgIrUVDU,0.0,0.0,6988.0,7239542.0
20-05-2020 00:00,4135001,7JYdWkrLSPkdwr4,0.0,0.0,1709.0,7635208.0
20-05-2020 00:30,4135001,1IF53ai7Xc0U56Y,0.0,0.0,0.0,6216430.0
20-05-2020 01:00,4135001,7JYdWkrLSPkdwr4,0.0,0.0,0.0,7635208.0
20-05-2020 01:15,4135001,ZoEaEvLYb1n2sOq,0.0,0.0,0.0,7130332.0
20-05-2020 02:45,4135001,1BY6WEcLGh8j5v7,0.0,0.0,0.0,6290097.0
20-05-2020 03:30,4135001,bvBOhCH3iADSZry,0.0,0.0,0.0,6346907.0
20-05-2020 05:30,4135001,sjndEbLyjtCKgGv,0.0,0.0,0.0,7049284.0
20-05-2020 06:15,4135001,ZnxXDlPa8U1GXgE,204.25,19.775,0.125,6555136.125
20-05-2020 06:15,4135001,zVJPv84UY57bAof,427.625,41.3375,7.375,7148344.375
20-05-2020 06:30,4135001,adLQvlD726eNBSB,782.125,75.875,22.875,6304535.875
20-05-2020 06:45,4135001,adLQvlD726eNBSB,1069.714286,103.9714286,45.0,6304558.0
20-05-2020 08:00,4135001,ZoEaEvLYb1n2sOq,5110.714286,501.1,392.5714286,7130724.571
20-05-2020 09:30,4135001,adLQvlD726eNBSB,9144.0,894.5,1553.428571,6306066.429
20-05-2020 11:15,4135001,VHMLBKoKgIrUVDU,12383.14286,1207.385714,3390.857143,7242932.857
20-05-2020 18:15,4135001,sjndEbLyjtCKgGv,356.1428571,34.41428571,8772.285714,7058056.286
20-05-2020 19:15,4135001,pkci93gMrogZuBj,0.0,0.0,8849.0,7210198.0
20-05-2020 20:00,4135001,McdE0feGgRqW7Ca,0.0,0.0,8964.0,7201062.0
20-05-2020 20:00,4135001,pkci93gMrogZuBj,0.0,0.0,8849.0,7210198.0
20-05-2020 20:00,4135001,uHbuxQJl8lW7ozc,0.0,0.0,8913.0,7080111.0
20-05-2020 21:00,4135001,YxYtjZvoooNbGkE,0.0,0.0,8818.0,7221294.0
20-05-2020 21:00,4135001,uHbuxQJl8lW7ozc,0.0,0.0,8913.0,7080111.0
20-05-2020 22:45,4135001,ih0vzX44oOqAx2f,0.0,0.0,8664.0,6225941.0
21-05-2020 09:00,4135001,wCURE6d3bPkepu2,8051.25,788.05,962.625,6825206.625
21-05-2020 09:15,4135001,McdE0feGgRqW7Ca,9075.428571,887.7857143,1206.428571,7202268.429
21-05-2020 11:45,4135001,ih0vzX44oOqAx2f,11864.85714,1157.257143,3556.714286,6229497.714
21-05-2020 11:45,4135001,rGa61gmuvPhdLxV,12643.125,1232.9,3544.125,7156177.125
21-05-2020 14:15,4135001,iCRJl6heRkivqQ3,8193.25,800.6,6233.25,7225838.25
21-05-2020 14:45,4135001,wCURE6d3bPkepu2,7673.714286,750.8857143,6564.142857,6830808.143
21-05-2020 16:00,4135001,pkci93gMrogZuBj,3936.625,386.7875,7389.5,7217587.5
21-05-2020 16:15,4135001,1BY6WEcLGh8j5v7,3180.285714,312.4,6976.428571,6305322.429
21-05-2020 16:15,4135001,zVJPv84UY57bAof,3424.142857,336.6142857,7652.428571,7164831.429
21-05-2020 18:45,4135001,iCRJl6heRkivqQ3,0.0,0.0,7837.0,7227442.0
21-05-2020 19:45,4135001,zBIq5rxdHJRwDNY,0.0,0.0,7737.0,6388599.0
21-05-2020 23:30,4135001,1IF53ai7Xc0U56Y,0.0,0.0,0.0,6233247.0
21-05-2020 23:45,4135001,ZoEaEvLYb1n2sOq,0.0,0.0,7617.0,7146685.0
22-05-2020 01:00,4135001,uHbuxQJl8lW7ozc,0.0,0.0,0.0,7087976.0
22-05-2020 01:15,4135001,1BY6WEcLGh8j5v7,0.0,0.0,0.0,6305589.0
22-05-2020 01:15,4135001,wCURE6d3bPkepu2,0.0,0.0,0.0,6832055.0
22-05-2020 03:45,4135001,3PZuoBAID5Wc2HD,0.0,0.0,0.0,7037301.0
22-05-2020 04:15,4135001,ZoEaEvLYb1n2sOq,0.0,0.0,0.0,7146685.0
22-05-2020 08:45,4135001,7JYdWkrLSPkdwr4,3877.75,380.8125,770.75,7652405.75
22-05-2020 09:00,4135001,uHbuxQJl8lW7ozc,4876.5,478.3125,860.875,7088836.875
22-05-2020 10:45,4135001,YxYtjZvoooNbGkE,8643.0,844.5125,1974.5,7231008.5
22-05-2020 10:45,4135001,zBIq5rxdHJRwDNY,9984.125,974.8875,1963.125,6390562.125
22-05-2020 11:00,4135001,wCURE6d3bPkepu2,8004.428571,782.4142857,2224.714286,6834279.714
22-05-2020 11:15,4135001,McdE0feGgRqW7Ca,7530.0,736.2625,2125.5,7211180.5
22-05-2020 11:45,4135001,ih0vzX44oOqAx2f,12385.125,1208.325,2920.5,6236463.5
22-05-2020 15:15,4135001,McdE0feGgRqW7Ca,5913.285714,579.5571429,6242.571429,7215297.571
22-05-2020 21:45,4135001,adLQvlD726eNBSB,0.0,0.0,7378.0,6328951.0
22-05-2020 22:00,4135001,wCURE6d3bPkepu2,0.0,0.0,0.0,6839225.0
22-05-2020 22:30,4135001,z9Y9gH1T5YWrNuG,0.0,0.0,0.0,7064219.0
22-05-2020 23:30,4135001,WRmjgnKYAwPKWDb,0.0,0.0,7237.0,7084595.0
23-05-2020 00:45,4135001,z9Y9gH1T5YWrNuG,0.0,0.0,0.0,7064219.0
23-05-2020 02:00,4135001,3PZuoBAID5Wc2HD,0.0,0.0,0.0,7044616.0
23-05-2020 09:45,4135001,adLQvlD726eNBSB,9324.0,911.5571429,1758.428571,6330709.429
23-05-2020 12:00,4135001,iCRJl6heRkivqQ3,12605.0,1228.971429,4043.857143,7238636.857
23-05-2020 12:00,4135001,z9Y9gH1T5YWrNuG,12759.0,1244.0,4007.142857,7068226.143
23-05-2020 12:15,4135001,YxYtjZvoooNbGkE,13758.375,1341.4375,4327.875,7240448.875
23-05-2020 16:00,4135001,VHMLBKoKgIrUVDU,6886.5,674.4375,7871.5,7271592.5
23-05-2020 17:30,4135001,wCURE6d3bPkepu2,2099.142857,205.8,8493.571429,6847718.571
23-05-2020 20:00,4135001,7JYdWkrLSPkdwr4,0.0,0.0,8450.0,7667220.0
23-05-2020 20:00,4135001,pkci93gMrogZuBj,0.0,0.0,8475.0,7233675.0
23-05-2020 22:15,4135001,z9Y9gH1T5YWrNuG,0.0,0.0,8543.0,7072762.0
24-05-2020 00:30,4135001,wCURE6d3bPkepu2,0.0,0.0,0.0,6847830.0
24-05-2020 01:15,4135001,ZoEaEvLYb1n2sOq,0.0,0.0,0.0,7162184.0
24-05-2020 02:30,4135001,pkci93gMrogZuBj,0.0,0.0,0.0,7233675.0
24-05-2020 03:30,4135001,1IF53ai7Xc0U56Y,0.0,0.0,0.0,6249207.0
24-05-2020 04:00,4135001,bvBOhCH3iADSZry,0.0,0.0,0.0,6376772.0
24-05-2020 07:00,4135001,iCRJl6heRkivqQ3,1697.0,166.0875,77.0,7243297.0
24-05-2020 08:45,4135001,WRmjgnKYAwPKWDb,4790.857143,469.9428571,843.0,7093869.0
24-05-2020 09:30,4135001,7JYdWkrLSPkdwr4,8625.625,843.825,1362.75,7668582.75
24-05-2020 13:15,4135001,ZoEaEvLYb1n2sOq,11985.28571,1168.885714,5172.714286,7167356.714
24-05-2020 14:00,4135001,z9Y9gH1T5YWrNuG,8905.5,870.05,5952.5,7078714.5
24-05-2020 14:15,4135001,z9Y9gH1T5YWrNuG,11651.28571,1137.0,6197.714286,7078959.714
24-05-2020 16:15,4135001,VHMLBKoKgIrUVDU,4601.625,450.9375,7694.75,7280026.75
24-05-2020 16:30,4135001,zBIq5rxdHJRwDNY,3353.625,328.825,6863.5,6411344.5
24-05-2020 16:45,4135001,7JYdWkrLSPkdwr4,4051.75,397.6625,7720.75,7674940.75
24-05-2020 17:00,4135001,VHMLBKoKgIrUVDU,3949.428571,388.0714286,7977.571429,7280309.571
24-05-2020 17:15,4135001,1IF53ai7Xc0U56Y,2535.75,248.775,8148.75,6257355.75
24-05-2020 20:45,4135001,McdE0feGgRqW7Ca,0.0,0.0,8055.0,7232691.0
24-05-2020 23:45,4135001,wCURE6d3bPkepu2,0.0,0.0,3411.857143,6855791.0
25-05-2020 00:15,4135001,ZnxXDlPa8U1GXgE,0.0,0.0,0.0,6595756.0
25-05-2020 00:15,4135001,adLQvlD726eNBSB,0.0,0.0,0.0,6346131.0
25-05-2020 00:15,4135001,rGa61gmuvPhdLxV,0.0,0.0,0.0,7183295.0
25-05-2020 01:15,4135001,wCURE6d3bPkepu2,0.0,0.0,0.0,6855791.0
25-05-2020 02:30,4135001,ih0vzX44oOqAx2f,0.0,0.0,0.0,6256494.0
25-05-2020 03:15,4135001,bvBOhCH3iADSZry,0.0,0.0,0.0,6384212.0
25-05-2020 06:30,4135001,McdE0feGgRqW7Ca,711.2857143,68.9,16.42857143,7232707.429
25-05-2020 08:15,4135001,ZnxXDlPa8U1GXgE,6067.75,594.525,472.125,6596228.125
25-05-2020 09:00,4135001,7JYdWkrLSPkdwr4,8358.428571,817.9857143,1012.142857,7676253.143
25-05-2020 09:15,4135001,McdE0feGgRqW7Ca,9138.625,893.9875,1214.625,7233905.625
25-05-2020 11:30,4135001,pkci93gMrogZuBj,12190.0,1188.5375,3548.75,7245255.75
25-05-2020 12:15,4135001,3PZuoBAID5Wc2HD,12885.42857,1256.342857,4711.714286,7066279.714
25-05-2020 12:45,4135001,uHbuxQJl8lW7ozc,12681.85714,1236.485714,5129.142857,7116981.143
25-05-2020 13:45,4135001,rGa61gmuvPhdLxV,11780.625,1149.6375,6264.125,7189559.125
25-05-2020 14:30,4135001,zVJPv84UY57bAof,9789.714286,957.2,7126.714286,7195922.714
25-05-2020 16:15,4135001,adLQvlD726eNBSB,4476.125,439.25,8918.75,6355049.75
25-05-2020 17:30,4135001,YxYtjZvoooNbGkE,704.5714286,68.28571429,8776.428571,7261427.429
25-05-2020 17:45,4135001,wCURE6d3bPkepu2,488.375,47.2375,8836.75,6864627.75
25-05-2020 19:00,4135001,ZnxXDlPa8U1GXgE,0.0,0.0,8910.0,6604666.0
25-05-2020 20:00,4135001,sjndEbLyjtCKgGv,0.0,0.0,8760.0,7098111.0
25-05-2020 21:45,4135001,3PZuoBAID5Wc2HD,0.0,0.0,9068.0,7070636.0
25-05-2020 22:45,4135001,bvBOhCH3iADSZry,0.0,0.0,8124.0,6392336.0
26-05-2020 03:45,4135001,McdE0feGgRqW7Ca,0.0,0.0,0.0,7241649.0
26-05-2020 04:00,4135001,3PZuoBAID5Wc2HD,0.0,0.0,0.0,7070636.0
26-05-2020 09:30,4135001,uHbuxQJl8lW7ozc,9461.0,925.3714286,1477.571429,7122173.571
26-05-2020 09:45,4135001,zBIq5rxdHJRwDNY,9712.714286,949.8285714,1648.0,6421849.0
26-05-2020 10:30,4135001,7JYdWkrLSPkdwr4,12040.71429,1174.385714,2518.142857,7686538.143
26-05-2020 13:45,4135001,McdE0feGgRqW7Ca,12170.14286,1187.0,5869.857143,7247518.857
26-05-2020 15:00,4135001,ZoEaEvLYb1n2sOq,4510.285714,442.7,6493.857143,7185407.857
26-05-2020 17:00,4135001,VHMLBKoKgIrUVDU,4231.0,415.0142857,7982.285714,7297507.286
26-05-2020 19:45,4135001,sjndEbLyjtCKgGv,0.0,0.0,0.0,7105889.0
26-05-2020 20:00,4135001,McdE0feGgRqW7Ca,0.0,0.0,0.0,7249560.0
27-05-2020 01:45,4135001,WRmjgnKYAwPKWDb,0.0,0.0,0.0,7117880.0
27-05-2020 03:30,4135001,z9Y9gH1T5YWrNuG,0.0,0.0,0.0,7097183.0
27-05-2020 04:00,4135001,bvBOhCH3iADSZry,0.0,0.0,0.0,6399700.0
27-05-2020 06:15,4135001,zBIq5rxdHJRwDNY,348.5714286,33.65714286,5.714285714,6427707.714
27-05-2020 06:45,4135001,1BY6WEcLGh8j5v7,1427.875,139.375,45.25,6343714.25
27-05-2020 06:45,4135001,WRmjgnKYAwPKWDb,1613.25,157.8875,50.75,7117930.75
27-05-2020 08:45,4135001,7JYdWkrLSPkdwr4,7589.875,743.05,834.625,7692746.625
27-05-2020 10:15,4135001,WRmjgnKYAwPKWDb,5927.125,580.65,2082.625,7119962.625
27-05-2020 13:15,4135001,zBIq5rxdHJRwDNY,4561.285714,447.5,4418.0,6432120.0
27-05-2020 13:30,4135001,3PZuoBAID5Wc2HD,4964.125,486.825,4666.375,7083377.375
27-05-2020 14:15,4135001,pkci93gMrogZuBj,4088.714286,401.6142857,5018.142857,7263312.143
27-05-2020 15:45,4135001,1IF53ai7Xc0U56Y,6817.375,667.5875,6130.75,6280768.75
27-05-2020 17:15,4135001,z9Y9gH1T5YWrNuG,1693.142857,165.6714286,6643.285714,7103826.286
27-05-2020 20:00,4135001,rGa61gmuvPhdLxV,0.0,0.0,0.0,7206549.0
27-05-2020 21:45,4135001,7JYdWkrLSPkdwr4,0.0,0.0,6638.0,7698550.0
27-05-2020 21:45,4135001,YxYtjZvoooNbGkE,0.0,0.0,0.0,7276029.0
27-05-2020 22:00,4135001,VHMLBKoKgIrUVDU,0.0,0.0,6763.0,7304378.0
27-05-2020 22:30,4135001,z9Y9gH1T5YWrNuG,0.0,0.0,0.0,7103885.0
27-05-2020 23:15,4135001,bvBOhCH3iADSZry,0.0,0.0,6133.0,6405833.0
27-05-2020 23:45,4135001,zVJPv84UY57bAof,0.0,0.0,0.0,7212082.0
28-05-2020 00:15,4135001,McdE0feGgRqW7Ca,0.0,0.0,0.0,7256389.0
28-05-2020 01:00,4135001,uHbuxQJl8lW7ozc,0.0,0.0,0.0,7135258.0
28-05-2020 02:15,4135001,zVJPv84UY57bAof,0.0,0.0,0.0,7212082.0
28-05-2020 02:45,4135001,3PZuoBAID5Wc2HD,0.0,0.0,0.0,7085451.0
28-05-2020 05:15,4135001,ZoEaEvLYb1n2sOq,0.0,0.0,0.0,7193291.0
28-05-2020 06:15,4135001,iCRJl6heRkivqQ3,414.4285714,40.08571429,6.571428571,7274698.571
28-05-2020 06:45,4135001,7JYdWkrLSPkdwr4,1382.875,134.825,49.625,7698599.625
28-05-2020 09:45,4135001,iCRJl6heRkivqQ3,9479.625,926.9875,1721.75,7276413.75
28-05-2020 12:30,4135001,pkci93gMrogZuBj,10862.14286,1059.871429,4619.857143,7269604.857
28-05-2020 14:00,4135001,3PZuoBAID5Wc2HD,7327.333333,716.5833333,6615.833333,7092066.833
28-05-2020 14:30,4135001,WRmjgnKYAwPKWDb,7373.875,721.5,6716.5,7131254.5
28-05-2020 15:00,4135001,ZoEaEvLYb1n2sOq,10021.0,979.7857143,6968.142857,7200259.143
28-05-2020 16:00,4135001,1IF53ai7Xc0U56Y,2989.5,293.4,7939.0,6289401.0
28-05-2020 16:15,4135001,McdE0feGgRqW7Ca,4482.428571,439.3142857,8106.0,7264495.0
28-05-2020 17:30,4135001,ih0vzX44oOqAx2f,1109.0,107.82,8267.0,6287118.833
28-05-2020 18:00,4135001,ih0vzX44oOqAx2f,473.75,45.8,8302.0,6287156.857
28-05-2020 20:15,4135001,ZnxXDlPa8U1GXgE,0.0,0.0,8540.0,6627916.0
28-05-2020 20:30,4135001,1IF53ai7Xc0U56Y,0.0,0.0,8496.0,6289958.0
28-05-2020 22:15,4135001,YxYtjZvoooNbGkE,0.0,0.0,8375.0,7284404.0
29-05-2020 09:15,4135001,zBIq5rxdHJRwDNY,8708.0,852.025,955.625,6442949.625
29-05-2020 09:30,4135001,McdE0feGgRqW7Ca,6444.75,631.35,1224.25,7266180.25
29-05-2020 11:00,4135001,iCRJl6heRkivqQ3,11797.0,1150.928571,2724.571429,7285761.571
29-05-2020 11:30,4135001,ZoEaEvLYb1n2sOq,8547.0,834.9714286,3186.714286,7204724.714
29-05-2020 12:45,4135001,3PZuoBAID5Wc2HD,12723.0,1240.4625,4702.625,7098681.625
29-05-2020 12:45,4135001,YxYtjZvoooNbGkE,12466.125,1215.45,4596.125,7289000.125
29-05-2020 23:30,4135001,1IF53ai7Xc0U56Y,0.0,0.0,8253.0,6298211.0
30-05-2020 03:30,4135001,bvBOhCH3iADSZry,0.0,0.0,0.0,6421023.0
30-05-2020 04:45,4135001,7JYdWkrLSPkdwr4,0.0,0.0,0.0,7714835.0
30-05-2020 06:00,4135001,wCURE6d3bPkepu2,81.625,7.8875,0.0,6895880.0
30-05-2020 08:00,4135001,7JYdWkrLSPkdwr4,3064.857143,300.9857143,291.8571429,7715126.857
30-05-2020 08:15,4135001,VHMLBKoKgIrUVDU,4410.75,433.0375,392.75,7321451.75
30-05-2020 11:30,4135001,7JYdWkrLSPkdwr4,7933.625,776.5375,2082.25,7716917.25
30-05-2020 13:00,4135001,iCRJl6heRkivqQ3,9011.571429,881.1285714,3662.571429,7294915.571
30-05-2020 14:30,4135001,McdE0feGgRqW7Ca,10849.42857,1060.342857,5327.571429,7278540.571
30-05-2020 17:00,4135001,1BY6WEcLGh8j5v7,3089.0,303.4875,6571.25,6371945.25
30-05-2020 17:15,4135001,iCRJl6heRkivqQ3,2722.857143,267.0571429,7217.285714,7298470.286
30-05-2020 17:45,4135001,1BY6WEcLGh8j5v7,910.4285714,88.4,6721.714286,6372095.714
30-05-2020 18:00,4135001,YxYtjZvoooNbGkE,663.25,64.2375,7250.375,7299753.375
30-05-2020 20:30,4135001,WRmjgnKYAwPKWDb,0.0,0.0,7130.0,7148029.0
30-05-2020 21:30,4135001,pkci93gMrogZuBj,0.0,0.0,7341.0,7288876.0
30-05-2020 21:30,4135001,uHbuxQJl8lW7ozc,0.0,0.0,7340.0,7159272.0
30-05-2020 22:15,4135001,7JYdWkrLSPkdwr4,0.0,0.0,7143.0,7721978.0
30-05-2020 23:00,4135001,adLQvlD726eNBSB,0.0,0.0,7419.0,6394771.0
31-05-2020 01:15,4135001,McdE0feGgRqW7Ca,0.0,0.0,0.0,7280565.0
31-05-2020 02:30,4135001,bvBOhCH3iADSZry,0.0,0.0,0.0,6427681.0
31-05-2020 02:45,4135001,z9Y9gH1T5YWrNuG,0.0,0.0,0.0,7127597.0
31-05-2020 04:45,4135001,1BY6WEcLGh8j5v7,0.0,0.0,0.0,6372128.0
31-05-2020 05:00,4135001,McdE0feGgRqW7Ca,0.0,0.0,0.0,7280565.0
31-05-2020 05:30,4135001,McdE0feGgRqW7Ca,0.0,0.0,0.0,7280565.0
31-05-2020 06:30,4135001,1IF53ai7Xc0U56Y,836.75,81.2375,23.375,6305566.375
31-05-2020 08:45,4135001,zVJPv84UY57bAof,7239.625,708.625,563.25,7236540.25
31-05-2020 10:45,4135001,rGa61gmuvPhdLxV,10712.5,1046.2,2149.625,7232587.625
31-05-2020 14:30,4135001,z9Y9gH1T5YWrNuG,2471.875,242.5,5557.5,7133154.5
31-05-2020 14:45,4135001,bvBOhCH3iADSZry,2565.75,251.5875,4952.125,6432633.125
31-05-2020 16:30,4135001,pkci93gMrogZuBj,1833.571429,179.7285714,5673.0,7294549.0
31-05-2020 17:30,4135001,WRmjgnKYAwPKWDb,1402.428571,136.9142857,5772.285714,7153801.286
31-05-2020 18:45,4135001,7JYdWkrLSPkdwr4,0.0,0.0,5843.0,7727821.0
01-06-2020 01:00,4135001,WRmjgnKYAwPKWDb,0.0,0.0,0.0,7153866.0
01-06-2020 01:00,4135001,ZoEaEvLYb1n2sOq,0.0,0.0,0.0,7222644.0
01-06-2020 01:30,4135001,zVJPv84UY57bAof,0.0,0.0,0.0,7242024.0
01-06-2020 01:45,4135001,bvBOhCH3iADSZry,0.0,0.0,0.0,6433267.0
